"slug","country","country_code","city","city_normalized","mission_name","mission_name_normalized","mission_type","parent_mission_slug","address","phones","emails","faxes","emergency_phones","website_url","appointment_url","jurisdiction","working_hours","office_hours_structured","consular_call_center","parser_confidence","data_completeness_score","status","verification_status","source_hash","source_url","scraped_at","last_verified_at","contact_fields","raw_snapshot"
"kinsasa-buyukelciligi-https-kinsasa-be-mfa-gov-tr","Kongo Demokratik Cumhuriyeti","CO","Kinşasa","kinsasa","Kinşasa Büyükelçiliği","kinsasa buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kinsasa-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","26d0c4b1bfc5f3b7db1fec898a26d379abc54448","https://kinsasa-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.025Z","2026-06-02T08:31:22.025Z","{""directory_mission_id"":1100037,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":151044,""directory_web_key"":""kinsasa-be."",""normalized_city"":""kinsasa"",""normalized_mission_name"":""kinsasa buyukelciligi"",""country_code_inferred"":""CO"",""has_structured_working_hours"":false}","{""misyonId"":1100037,""misyonAdi"":""Kinşasa Büyükelçiliği"",""misyonAdiKisa"":""Kinşasa BE"",""url"":""http://kinsasa-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":151044,""ulkeKod"":""COD"",""ulkeAd"":""Kongo Demokratik Cumhuriyeti"",""webKey"":""kinsasa-be.""}"
"kisinev-buyukelciligi-https-kisinev-be-mfa-gov-tr","Moldova","MD","Kişinev","kisinev","Kişinev Büyükelçiliği","kisinev buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kisinev-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","e24e1b36519ac8c497e75b6c5e7a7c5e1e1d5631","https://kisinev-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.012Z","2026-06-02T08:31:22.012Z","{""directory_mission_id"":1100048,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150078,""directory_web_key"":""kisinev-be."",""normalized_city"":""kisinev"",""normalized_mission_name"":""kisinev buyukelciligi"",""country_code_inferred"":""MD"",""has_structured_working_hours"":false}","{""misyonId"":1100048,""misyonAdi"":""Kişinev Büyükelçiliği"",""misyonAdiKisa"":""Kişinev BE"",""url"":""http://kisinev-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150078,""ulkeKod"":""MDA"",""ulkeAd"":""Moldova"",""webKey"":""kisinev-be.""}"
"kito-buyukelciligi-https-kito-be-mfa-gov-tr","Ekvator","EC","Kito","kito","Kito Büyükelçiliği","kito buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kito-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","788db2afadc5d626217f8109650e0f017bef73f8","https://kito-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.005Z","2026-06-02T08:31:22.005Z","{""directory_mission_id"":11082922,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150019,""directory_web_key"":""kito-be."",""normalized_city"":""kito"",""normalized_mission_name"":""kito buyukelciligi"",""country_code_inferred"":""EC"",""has_structured_working_hours"":false}","{""misyonId"":11082922,""misyonAdi"":""Kito Büyükelçiliği"",""misyonAdiKisa"":""Kito BE"",""url"":""http://kito-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150019,""ulkeKod"":""ECU"",""ulkeAd"":""Ekvator"",""webKey"":""kito-be.""}"
"koln-baskonsoloslugu-https-koln-bk-mfa-gov-tr","Almanya","DE","Köln","koln","Köln Başkonsolosluğu","koln baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://koln-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","fe91a3ca365a7c9c587b99951854aa316654e678","https://koln-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.020Z","2026-06-02T08:31:22.020Z","{""directory_mission_id"":1100135,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150159,""directory_web_key"":""koln-bk."",""normalized_city"":""koln"",""normalized_mission_name"":""koln baskonsoloslugu"",""country_code_inferred"":""DE"",""has_structured_working_hours"":false}","{""misyonId"":1100135,""misyonAdi"":""Köln Başkonsolosluğu"",""misyonAdiKisa"":""Köln BK"",""url"":""http://koln-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150159,""ulkeKod"":""DEU"",""ulkeAd"":""Almanya"",""webKey"":""koln-bk.""}"
"kolombo-buyukelciligi-https-kolombo-be-mfa-gov-tr","Sri Lanka","LK","Kolombo","kolombo","Kolombo Büyükelçiliği","kolombo buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kolombo-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","2a3cc1f8c86f001700bd6327962beccce2c259d6","https://kolombo-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.013Z","2026-06-02T08:31:22.013Z","{""directory_mission_id"":11083006,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150103,""directory_web_key"":""kolombo-be."",""normalized_city"":""kolombo"",""normalized_mission_name"":""kolombo buyukelciligi"",""country_code_inferred"":""LK"",""has_structured_working_hours"":false}","{""misyonId"":11083006,""misyonAdi"":""Kolombo Büyükelçiliği"",""misyonAdiKisa"":""Kolombo BE"",""url"":""http://kolombo-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150103,""ulkeKod"":""LKA"",""ulkeAd"":""Sri Lanka"",""webKey"":""kolombo-be.""}"
"komrat-baskonsoloslugu-https-komrat-bk-mfa-gov-tr","Moldova","MD","Komrat","komrat","Komrat Başkonsolosluğu","komrat baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://komrat-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","0d43d3671e82b173c00a1fbee4efc02d61b3bfe7","https://komrat-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.012Z","2026-06-02T08:31:22.012Z","{""directory_mission_id"":11084763,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150078,""directory_web_key"":""komrat-bk."",""normalized_city"":""komrat"",""normalized_mission_name"":""komrat baskonsoloslugu"",""country_code_inferred"":""MD"",""has_structured_working_hours"":false}","{""misyonId"":11084763,""misyonAdi"":""Komrat Başkonsolosluğu "",""misyonAdiKisa"":""Komrat BK"",""url"":""http://komrat-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150078,""ulkeKod"":""MDA"",""ulkeAd"":""Moldova"",""webKey"":""komrat-bk.""}"
"konakri-buyukelciligi-https-konakri-be-mfa-gov-tr","Gine","GI","Konakri","konakri","Konakri Büyükelçiliği","konakri buyukelciligi","embassy",,,"[]","[]","[]","[]","https://konakri-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","2f7c27b0cecbf114d558e32be98a308d229228c5","https://konakri-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.006Z","2026-06-02T08:31:22.006Z","{""directory_mission_id"":1100771,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150033,""directory_web_key"":""konakri-be."",""normalized_city"":""konakri"",""normalized_mission_name"":""konakri buyukelciligi"",""country_code_inferred"":""GI"",""has_structured_working_hours"":false}","{""misyonId"":1100771,""misyonAdi"":""Konakri Büyükelçiliği"",""misyonAdiKisa"":""Konakri BE"",""url"":""http://konakri-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150033,""ulkeKod"":""GIN"",""ulkeAd"":""Gine"",""webKey"":""konakri-be.""}"
"kopenhag-buyukelciligi-https-kopenhag-be-mfa-gov-tr","Danimarka","DN","Kopenhag","kopenhag","Kopenhag Büyükelçiliği","kopenhag buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kopenhag-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","4d294ca295aeceb0de96b4a1cb2ba6638ce64910","https://kopenhag-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.018Z","2026-06-02T08:31:22.018Z","{""directory_mission_id"":1100115,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150154,""directory_web_key"":""kopenhag-be."",""normalized_city"":""kopenhag"",""normalized_mission_name"":""kopenhag buyukelciligi"",""country_code_inferred"":""DN"",""has_structured_working_hours"":false}","{""misyonId"":1100115,""misyonAdi"":""Kopenhag Büyükelçiliği"",""misyonAdiKisa"":""Kopenhag BE"",""url"":""http://kopenhag-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150154,""ulkeKod"":""DNK"",""ulkeAd"":""Danimarka"",""webKey"":""kopenhag-be.""}"
"kostence-baskonsoloslugu-https-kostence-bk-mfa-gov-tr","Romanya","RO","Köstence","kostence","Köstence Başkonsolosluğu","kostence baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://kostence-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","6f4b0b6044b5f460cfbebcbeabc0bb412da67cc9","https://kostence-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.021Z","2026-06-02T08:31:22.021Z","{""directory_mission_id"":1100142,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150160,""directory_web_key"":""kostence-bk."",""normalized_city"":""kostence"",""normalized_mission_name"":""kostence baskonsoloslugu"",""country_code_inferred"":""RO"",""has_structured_working_hours"":false}","{""misyonId"":1100142,""misyonAdi"":""Köstence Başkonsolosluğu"",""misyonAdiKisa"":""Köstence BK"",""url"":""http://kostence-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150160,""ulkeKod"":""ROU"",""ulkeAd"":""Romanya"",""webKey"":""kostence-bk.""}"
"kotonu-buyukelciligi-bize-yazin-acil-durum-https-kotonu-be-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","BE","Kotonu","kotonu","Kotonu Büyükelçiliği Bize yazın Acil Durum","kotonu buyukelciligi bize yazin acil durum","embassy",,"Ambassade de Türkiye 518 Boulevard CEN - SAD (Boulevard de la Marina) Cotonou - BENIN E-posta ambassade.cotonou@mfa.gov.tr Telefon + 229 01 67 20 76 22 Nöbetçi / Acil Durum Telefonu +229 01 91 21 19 19 : Kotonu Büyükelçiliği : Kotonu Büyükelçiliği","[]","[]","[]","[""+229 01 91 21 19 19""]","https://kotonu-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/","Benin Cumhuriyeti","ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","71","60","active","official_source_scraped","1384ffcb6031911b3c04d568ad0bd0a544463093","https://kotonu-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:32:44.446Z","2026-06-02T08:32:44.446Z","{""directory_mission_id"":11083084,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150007,""directory_web_key"":""kotonu-be."",""normalized_city"":""kotonu"",""normalized_mission_name"":""kotonu buyukelciligi bize yazin acil durum"",""country_code_inferred"":""BE"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""ambassade.cotonou@mfa.gov.tr""],""detected_phones"":[""05.01.2026"",""229 01 67 20 76 22"",""+229 01 91 21 19 19""]}","{""misyonId"":11083084,""misyonAdi"":""Kotonu Büyükelçiliği"",""misyonAdiKisa"":""Kotonu BE"",""url"":""http://kotonu-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150007,""ulkeKod"":""BEN"",""ulkeAd"":""Benin"",""webKey"":""kotonu-be."",""supplemental_snapshots"":[{""source_url"":""https://kotonu-be.mfa.gov.tr/Mission/Contact"",""page_title"":""Kotonu Büyükelçiliği\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nKOTONU BÜYÜKELÇİLİĞİ\nBüyükelçilik\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nKotonu Büyükelçiliği\nBize yazın\nAcil Durum\nKotonu Büyükelçiliği\nAmbassade de Türkiye 518 Boulevard CEN SAD Boulevard de la Marina Cotonou BENIN\n×\n+\n−\nLeaflet | © HGM Atlas\nVize başvuruları 05.01.2026 tarihinden itibaren VFS Global tarafından işleme alınmaktadır. Adres: M Floor Derriere Espace Dina, Carrefour Kete Kete, Boulevard Saint Michel, Cotonou/Bénin Web sitesi : https://visa.vfsglobal.com/ben/en/tur)\nPosta adresi\nAmbassade de Türkiye 518 Boulevard CEN - SAD (Boulevard de la Marina) Cotonou - BENIN E-posta\nambassade.cotonou@mfa.gov.tr Telefon\n+ 229 01 67 20 76 22\nNöbetçi / Acil Durum Telefonu\n+229 01 91 21 19 19\n: Kotonu Büyükelçiliği\n: Kotonu Büyükelçiliği\nGörev Bölgesi :\nBenin Cumhuriyeti\nBağlı Birimler\nTicaret Müşavirliği\nMesut Koç\nBüyükelçi\nBüyükelçinin Mesajı\nBüyükelçinin Özgeçmişi\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"krasnodar-baskonsoloslugu-https-krasnodar-bk-mfa-gov-tr","Rusya","RU","Krasnodar","krasnodar","Krasnodar Başkonsolosluğu","krasnodar baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://krasnodar-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","f08c581dc11ae94e468991bb66c55d3e21cfb443","https://krasnodar-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.021Z","2026-06-02T08:31:22.021Z","{""directory_mission_id"":11085013,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150165,""directory_web_key"":""krasnodar-bk."",""normalized_city"":""krasnodar"",""normalized_mission_name"":""krasnodar baskonsoloslugu"",""country_code_inferred"":""RU"",""has_structured_working_hours"":false}","{""misyonId"":11085013,""misyonAdi"":""Krasnodar Başkonsolosluğu"",""misyonAdiKisa"":""Krasnodar BK"",""url"":""http://krasnodar-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150165,""ulkeKod"":""RUS"",""ulkeAd"":""Rusya"",""webKey"":""krasnodar-bk.""}"
"kuala-lumpur-buyukelciligi-https-kualalumpur-be-mfa-gov-tr","Malezya","MY","Kuala Lumpur","kuala lumpur","Kuala Lumpur Büyükelçiliği","kuala lumpur buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kualalumpur-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","845b3f0e60cba38a0fbc319dd65101f260d5b7d9","https://kualalumpur-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.011Z","2026-06-02T08:31:22.011Z","{""directory_mission_id"":1100043,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150071,""directory_web_key"":""kualalumpur-be."",""normalized_city"":""kuala lumpur"",""normalized_mission_name"":""kuala lumpur buyukelciligi"",""country_code_inferred"":""MY"",""has_structured_working_hours"":false}","{""misyonId"":1100043,""misyonAdi"":""Kuala Lumpur Büyükelçiliği"",""misyonAdiKisa"":""Kuala Lumpur BE"",""url"":""http://kualalumpur-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150071,""ulkeKod"":""MYS"",""ulkeAd"":""Malezya"",""webKey"":""kualalumpur-be.""}"
"kudus-baskonsoloslugu-https-kudus-bk-mfa-gov-tr","Filistin","PS","Kudüs","kudus","Kudüs Başkonsolosluğu","kudus baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://kudus-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","1bad06141dc9bd657c2913b631829c642e0cb062","https://kudus-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.005Z","2026-06-02T08:31:22.005Z","{""directory_mission_id"":1100013,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150028,""directory_web_key"":""kudus-bk."",""normalized_city"":""kudus"",""normalized_mission_name"":""kudus baskonsoloslugu"",""country_code_inferred"":""PS"",""has_structured_working_hours"":false}","{""misyonId"":1100013,""misyonAdi"":""Kudüs Başkonsolosluğu"",""misyonAdiKisa"":""Kudüs BK"",""url"":""http://kudus-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150028,""ulkeKod"":""PSE"",""ulkeAd"":""Filistin"",""webKey"":""kudus-bk.""}"
"kuveyt-buyukelciligi-https-kuveyt-be-mfa-gov-tr","Kuveyt","KW","Kuveyt","kuveyt","Kuveyt Büyükelçiliği","kuveyt buyukelciligi","embassy",,,"[]","[]","[]","[]","https://kuveyt-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","a56c94192f7be073c45b56fc7310de791f1d5e90","https://kuveyt-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.016Z","2026-06-02T08:31:22.016Z","{""directory_mission_id"":1100092,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150138,""directory_web_key"":""kuveyt-be."",""normalized_city"":""kuveyt"",""normalized_mission_name"":""kuveyt buyukelciligi"",""country_code_inferred"":""KW"",""has_structured_working_hours"":false}","{""misyonId"":1100092,""misyonAdi"":""Kuveyt Büyükelçiliği"",""misyonAdiKisa"":""Kuveyt BE"",""url"":""http://kuveyt-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150138,""ulkeKod"":""KWT"",""ulkeAd"":""Kuveyt"",""webKey"":""kuveyt-be.""}"
"la-paz-buyukelciligi-http-mfa-gov-tr","Bolivya","BO","La Paz","la paz","La Paz Büyükelçiliği","la paz buyukelciligi","embassy",,,"[]","[]","[]","[]","http://mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","c6adf4ff578b1f2ecd9b81e6860b2e36baea2dba","http://mfa.gov.tr","2026-06-02T08:31:22.003Z","2026-06-02T08:31:22.003Z","{""directory_mission_id"":11083298,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150009,""directory_web_key"":null,""normalized_city"":""la paz"",""normalized_mission_name"":""la paz buyukelciligi"",""country_code_inferred"":""BO"",""has_structured_working_hours"":false}","{""misyonId"":11083298,""misyonAdi"":""La Paz Büyükelçiliği"",""misyonAdiKisa"":""La Paz BE"",""url"":""http://mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150009,""ulkeKod"":""BOL"",""ulkeAd"":""Bolivya"",""webKey"":""""}"
"lahey-buyukelciligi-https-lahey-be-mfa-gov-tr","Hollanda","NL","Lahey","lahey","Lahey Büyükelçiliği","lahey buyukelciligi","embassy",,,"[]","[]","[]","[]","https://lahey-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","c5a2be7a9846d508e5b870aad5739f3618db870a","https://lahey-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.022Z","2026-06-02T08:31:22.022Z","{""directory_mission_id"":1100161,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150170,""directory_web_key"":""lahey-be."",""normalized_city"":""lahey"",""normalized_mission_name"":""lahey buyukelciligi"",""country_code_inferred"":""NL"",""has_structured_working_hours"":false}","{""misyonId"":1100161,""misyonAdi"":""Lahey Büyükelçiliği"",""misyonAdiKisa"":""Lahey BE"",""url"":""http://lahey-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150170,""ulkeKod"":""NLD"",""ulkeAd"":""Hollanda"",""webKey"":""lahey-be.""}"
"lahor-baskonsoloslugu-https-lahor-bk-mfa-gov-tr","Pakistan","PA","Lahor","lahor","Lahor Başkonsolosluğu","lahor baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://lahor-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","565d3cba1b52561d007ca648ca9faad04e52010c","https://lahor-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.017Z","2026-06-02T08:31:22.017Z","{""directory_mission_id"":11083078,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150144,""directory_web_key"":""lahor-bk."",""normalized_city"":""lahor"",""normalized_mission_name"":""lahor baskonsoloslugu"",""country_code_inferred"":""PA"",""has_structured_working_hours"":false}","{""misyonId"":11083078,""misyonAdi"":""Lahor Başkonsolosluğu"",""misyonAdiKisa"":""Lahor BK"",""url"":""http://lahor-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150144,""ulkeKod"":""PAK"",""ulkeAd"":""Pakistan"",""webKey"":""lahor-bk.""}"
"lefkosa-buyukelciligi-https-lefkosa-be-mfa-gov-tr","Kuzey Kıbrıs Türk Cumhuriyeti","CY","Lefkoşa","lefkosa","Lefkoşa Büyükelçiliği","lefkosa buyukelciligi","embassy",,,"[]","[]","[]","[]","https://lefkosa-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","3fd18e4991e4bd7923f7cd2d841f0b9936b14747","https://lefkosa-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.016Z","2026-06-02T08:31:22.016Z","{""directory_mission_id"":1100093,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150139,""directory_web_key"":""lefkosa-be."",""normalized_city"":""lefkosa"",""normalized_mission_name"":""lefkosa buyukelciligi"",""country_code_inferred"":""CY"",""has_structured_working_hours"":false}","{""misyonId"":1100093,""misyonAdi"":""Lefkoşa Büyükelçiliği"",""misyonAdiKisa"":""Lefkoşa BE"",""url"":""http://lefkosa-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150139,""ulkeKod"":""CYN"",""ulkeAd"":""Kuzey Kıbrıs Türk Cumhuriyeti"",""webKey"":""lefkosa-be.""}"
"librevil-buyukelciligi-https-librevil-be-mfa-gov-tr","Gabon","GA","Librevil","librevil","Librevil Büyükelçiliği","librevil buyukelciligi","embassy",,,"[]","[]","[]","[]","https://librevil-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","94056eba40f409d528c07fba3906267dd656c5e2","https://librevil-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.006Z","2026-06-02T08:31:22.006Z","{""directory_mission_id"":11082929,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150030,""directory_web_key"":""librevil-be."",""normalized_city"":""librevil"",""normalized_mission_name"":""librevil buyukelciligi"",""country_code_inferred"":""GA"",""has_structured_working_hours"":false}","{""misyonId"":11082929,""misyonAdi"":""Librevil Büyükelçiliği"",""misyonAdiKisa"":""Librevil BE"",""url"":""http://librevil-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150030,""ulkeKod"":""GAB"",""ulkeAd"":""Gabon"",""webKey"":""librevil-be.""}"
"lima-buyukelciligi-https-lima-be-mfa-gov-tr","Peru","PE","Lima","lima","Lima Büyükelçiliği","lima buyukelciligi","embassy",,,"[]","[]","[]","[]","https://lima-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","1c1b8e36f9b9e70f31657b59463f2cc10283bd12","https://lima-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.013Z","2026-06-02T08:31:22.013Z","{""directory_mission_id"":1100765,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150093,""directory_web_key"":""lima-be."",""normalized_city"":""lima"",""normalized_mission_name"":""lima buyukelciligi"",""country_code_inferred"":""PE"",""has_structured_working_hours"":false}","{""misyonId"":1100765,""misyonAdi"":""Lima Büyükelçiliği"",""misyonAdiKisa"":""Lima BE"",""url"":""http://lima-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150093,""ulkeKod"":""PER"",""ulkeAd"":""Peru"",""webKey"":""lima-be.""}"
"lizbon-buyukelciligi-https-lizbon-be-mfa-gov-tr","Portekiz","PR","Lizbon","lizbon","Lizbon Büyükelçiliği","lizbon buyukelciligi","embassy",,,"[]","[]","[]","[]","https://lizbon-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","0273dcec128bfc86c6df7800d0880a062a8bbc84","https://lizbon-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.017Z","2026-06-02T08:31:22.017Z","{""directory_mission_id"":1100101,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150146,""directory_web_key"":""lizbon-be."",""normalized_city"":""lizbon"",""normalized_mission_name"":""lizbon buyukelciligi"",""country_code_inferred"":""PR"",""has_structured_working_hours"":false}","{""misyonId"":1100101,""misyonAdi"":""Lizbon Büyükelçiliği"",""misyonAdiKisa"":""Lizbon BE"",""url"":""http://lizbon-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150146,""ulkeKod"":""PRT"",""ulkeAd"":""Portekiz"",""webKey"":""lizbon-be.""}"
